chrom,bootstrap_outlier,InWindowVariance,ChrBased,GlobalVariance,nSites,nUniqueJuncts,MeanIndWindowHIs,InWindowPvariance,Dbar,MeanDI
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10673867163997264,0.12172337290191909,0.13523959808775285,98,5,0.4991584262571008,0.015762442732194917,0.2132633277568371,-10.77514183
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10088103288652739,0.11817205899927112,0.1325314019606151,91,5,0.5082417582417582,0.019086530075541064,0.20143891602224934,-11.03160702
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.10333731960762897,0.1218157230457259,0.13658718312072607,104,5,0.5126817032513777,0.016000575279421433,0.20641091144916116,-10.54196519
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1124743412903454,0.12486777469909811,0.13735497378643122,128,5,0.4880722103747448,0.016112128363715277,0.22487941551856286,-10.52740575
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11921202415846771,0.12859287863960425,0.13973687607944243,153,5,0.4736012232351939,0.013917106905701037,0.23844403549218088,-10.30335124
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13411845601932904,0.14115369054028187,0.1510930188655773,157,5,0.4606227167715704,0.011711428455515437,0.2684388281343544,-10.23619604
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.14630965415235656,0.15096428531882367,0.15945084128997103,173,5,0.4449712692820741,0.010620162161560137,0.2929464456981474,-9.809214335
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1503855730316288,0.15240381610577064,0.15872765890715443,160,5,0.4216712722008059,0.011553426106770834,0.30120171186054484,-9.778321918
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.13419102512490153,0.14137331855669427,0.15139359619519294,171,5,0.46149482444989554,0.013152570211537073,0.2685762694792471,-9.643570871
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.12604718371658905,0.13479843248457962,0.14563550079154636,142,5,0.47029452126470406,0.015401210077365602,0.2522247078089046,-9.649262168
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.1187963467270529,0.1325574797337741,0.14559993528107504,143,5,0.49405426757839105,0.015854510679685505,0.2376172184954285,-9.69342903
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.11659254556957696,0.13675548858389797,0.15208953138986422,152,5,0.5187426900584795,0.012120267774699907,0.23315632721428295,-10.35350491
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.11712468591673074,0.1401967594175124,0.15644959939039121,153,5,0.5286413542024997,0.009211225,0.2342117463305455,-10.32173369
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11901333753413149,0.13332477006804183,0.1465828048925775,115,5,0.4963768115942029,0.014177693761814745,0.23804612679040596,-10.33281726
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1068448457861797,0.11006003768518882,0.11747709981760253,144,5,0.43344907407407407,0.019249600801611796,0.21360135813260814,-10.50092332
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11180096318983491,0.11182112837873685,0.1135582154683079,180,5,0.37225584523070554,0.013992661179698216,0.22362378758993287,-9.843333779
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.095699858,0.098986259,0.095819038,197,5,0.3194192651679961,0.010447576593058311,0.1913204127189495,-9.87166161
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.092344551,0.098252648,0.093271996,212,5,0.29988226176637156,0.010108449774534236,0.184617275,-10.02222596
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10285396786078697,0.10737680573702438,0.10328835214387536,258,5,0.30949436451200996,0.011355287142198986,0.20572099260879753,-9.943531994
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1087924257477926,0.1126559364702909,0.10904039330688284,230,5,0.3145892665021201,0.012356353707204368,0.21764737702090842,-9.729249243
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10579989583917528,0.10997446170635973,0.10613116207453636,207,5,0.31213553147913636,0.014337907535765129,0.21165430991983958,-9.863794236
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11552749999835968,0.11860900363114957,0.11561033062331819,225,5,0.32123511904761903,0.012722282578875171,0.23116988466295824,-9.490573753
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1264807789926817,0.12844182732095646,0.12648530071572922,201,5,0.33246268656716416,0.010819176643042388,0.2531708054154669,-9.3696494
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12939429159788127,0.13115145335827302,0.12941446648467264,161,5,0.33482789855072465,0.010444448730973171,0.2590793010396619,-9.203418352
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12695727104485044,0.12952245612146082,0.12697522742151887,171,5,0.32609875570699576,0.011024322773578956,0.2541803097816417,-9.443548329
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1324862140401742,0.13375951011466378,0.13260128010702046,163,5,0.3410631374516083,0.011319854801543988,0.2652906577665127,-9.532008448
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.14829083327609383,0.14845807438290082,0.149411609,105,5,0.3638142385667138,0.011926429831191736,0.2973225767252698,-9.491053745
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16074010029705502,0.16078362353170655,0.16232517092746748,107,5,0.3701491977294348,0.011587960132374491,0.3224229307033251,-9.236207164
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16843046143288368,0.16843766241009328,0.1703424853770263,113,5,0.37406294822873537,0.009607165,0.3378638534800226,-9.210648829
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.18551436873752172,0.18583360990903722,0.18964596330141198,103,5,0.394613733,0.005077764,0.3723739606795905,-8.557264126
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.19776868482894627,0.1988047712293577,0.20394640206536477,97,4,0.40893470790378006,0.001384608,0.3971541911703924,-7.944738378
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.17274268063572382,0.17312178904900824,0.17708296916886906,203,5,0.39621711843083435,0.009033251,0.3460561013655555,-8.402955692
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.16783253418075503,0.1683466727301981,0.17260524144223893,197,5,0.3994210353564211,0.010038962182311663,0.3362049671302477,-8.520943252
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.15866588487488198,0.16037020940654065,0.1663560567874888,217,5,0.4180298774843293,0.011571336,0.3177281688548204,-8.754201125
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.15811780494489056,0.15988673718567145,0.16594453985917562,217,5,0.4188050880531536,0.011692029,0.3166269073574279,-8.792436224
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.15334557354984435,0.15537716627313444,0.16171477735785367,205,5,0.4218196048442721,0.013250337100931984,0.30706395915060697,-9.12772059
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1587222048683419,0.1662371810463776,0.17643758112770846,98,5,0.46343537414965985,0.007237291,0.31822810739416046,-9.341436398
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.15326936772761074,0.15738999335800322,0.16550222744791648,103,5,0.44093851132686085,0.011546799886888491,0.3072404393256764,-9.525814246
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16668511284722223,0.16761812543672722,0.1726072486604124,80,5,0.40729166666666666,0.009894748,0.33465959036568216,-8.999708472
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16726699343171414,0.16780843284123664,0.17212215790792312,105,5,0.40001526251526254,0.009139582,0.3355308187514278,-8.886110103
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16798017516526648,0.16826169019358775,0.17197297045037013,123,5,0.39352482147636814,0.008122517,0.3368244473034731,-8.725828776
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16913599140641725,0.1696152935368329,0.17380130891369197,158,5,0.39863938177350255,0.007305998,0.3389461990940803,-8.531455695
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1774288719672758,0.1783605290795661,0.18334759205595172,152,5,0.4072694705859572,0.004858406,0.35564128764959657,-8.22008744
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.17779527583148125,0.1786775940926535,0.18358861716289707,148,5,0.4064502544199217,0.004928171,0.35640191409817146,-8.167844888
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.18060456656222765,0.1816636886204213,0.1868383504487828,137,5,0.4092905674029547,0.004574624,0.36212098575627266,-7.906858191
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.18645352263267428,0.187794881,0.19334828661505707,125,5,0.4133709677419355,0.002940444,0.37398246525679824,-7.546334252
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.18630266112765373,0.1874946718733469,0.19285324352993224,92,5,0.41127192051105094,0.003302746,0.37407544028406453,-7.721519074
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.18773371707485445,0.18899974957379206,0.19445632480472827,95,5,0.4123277623250531,0.003129086,0.3769172526739772,-7.675591469
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.1819549941271247,0.18418800245270453,0.19072810334179152,93,5,0.4240011293833173,0.003620907,0.36525027872500343,-7.973973375
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.16302968529478976,0.16547057386683264,0.1722102971174135,82,5,0.4261517615176152,0.005446328,0.32713294171501534,-8.606523484
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1465193598030163,0.1498924312541837,0.15743716655976717,76,5,0.4348245614035088,0.006988448,0.2937623863496461,-9.333991081
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13695786074521776,0.13971672555978487,0.14674600620204828,73,5,0.4292713089802131,0.008754509,0.2744389545195411,-9.391570293
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12325600364150267,0.1261177693621759,0.13323713924749692,74,5,0.43024188572133776,0.013995262154045937,0.246722603,-10.21001961
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11107534797031565,0.11250311101355391,0.11816429948803434,76,5,0.4145321637426901,0.014944742613111727,0.222076032,-10.51445374
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12050419875679796,0.12471218465335904,0.1328872479648674,77,5,0.4416154021417179,0.014143944079009015,0.24112104360385486,-10.41925286
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12738493903702253,0.13329452667913264,0.14258388419855164,88,5,0.45362025426680597,0.013416408402203856,0.2550036409164649,-10.46237175
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1316000517382183,0.13882043279344852,0.14886154050255626,87,5,0.4617192372805845,0.013540391362428619,0.2635280791931022,-10.54197988
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13901984254490574,0.1480330304190096,0.15899909123367004,109,5,0.47168422244874847,0.010380439356956485,0.27840285090189576,-10.1579939
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13335410496158287,0.14550186491612793,0.15788613354803857,150,5,0.48696328879214784,0.011759024691358025,0.2669004058322506,-10.07624552
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13899273420573108,0.15083944287807488,0.1630961494512785,194,5,0.4855889985547241,0.009617336,0.2781813776410852,-9.737129284
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13932498690442785,0.15061800811379925,0.16263579898329514,199,5,0.48301503947550534,0.010782163188920594,0.27885058303048094,-9.60334991
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13462763539280684,0.14545164740852032,0.15726243825329567,215,5,0.4807849240634191,0.012616825911904333,0.26940593114000977,-9.649137828
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12920423432268255,0.14202893422512414,0.15469438481059772,195,5,0.4899926034460364,0.012792431879611366,0.2585182678644927,-9.647234336
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.136204796,0.14994026208910344,0.16297255842666042,150,5,0.493944817,0.010790432098765432,0.27263265674283815,-9.413027662
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12442826447760484,0.13810157644451038,0.15110923200315182,97,5,0.4936793497920058,0.015618910971764623,0.24900773094006412,-10.01320824
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12195890602571198,0.13731980258107476,0.15097777086240918,79,5,0.5006854959386605,0.014151489255639232,0.2440212706567027,-10.24405594
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13928690816595887,0.16166723,0.1777071033657309,63,4,0.5263469539646166,0.004062736,0.2791114085016068,-10.05150849
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1443739400429497,0.1582461594976945,0.17133247550982392,65,5,0.4945267984330484,0.007419461,0.28946971284999773,-10.15318236
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11979414833639296,0.12241504207554321,0.1293208501635058,80,5,0.4279410770312669,0.013323567708333333,0.23969088341659012,-10.53058967
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11062486380409914,0.11154218627422087,0.11650736900856355,86,5,0.40703374373005013,0.014378079742803918,0.2211823221041495,-10.20594857
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1079811997290174,0.10802045734900893,0.11075593434878639,89,5,0.3830120020429009,0.012892942810251232,0.2158776441618336,-9.936832648
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10306219353838401,0.10348073376056495,0.1037356948633262,91,5,0.3562881562881563,0.011032618175475318,0.20598894373538248,-10.1481561
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10706480263674097,0.10921027472536043,0.10706481090294222,85,5,0.33042717086834733,0.005878508,0.21411487977252058,-9.800874232
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12389015042291426,0.1252803684465079,0.12397340750890677,68,5,0.3394607843137255,0.004353794,0.24819682226124282,-8.989854263
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13186103931175494,0.13190009578046125,0.1334739164931408,70,5,0.3704968944099379,0.005493197,0.2642436196417692,-8.998581961
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13440634226455409,0.13454674512441064,0.13780049190662655,70,5,0.38859558316080056,0.005500283,0.26934491513877634,-9.043550028
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.15594568815686408,0.15699372,0.16215252550142248,73,5,0.4091197361745307,0.003377744,0.3129126033010067,-8.232287255
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.15827937251982305,0.15972807940570832,0.1654148983983171,72,5,0.41480829420970267,0.003567333,0.31764865637799405,-8.211531419
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.14143677348831948,0.14208189054939097,0.14659335112330638,76,5,0.4021455666192508,0.005307162,0.28351029629567803,-8.417365926
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.11837419316397055,0.11841751793059113,0.11996046310689512,73,5,0.3701642567224759,0.006079002,0.23688289616473607,-8.233606582
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10512228557386215,0.10519716550002521,0.10654786460683922,75,5,0.36809309309309307,0.005755259,0.2100202368571396,-8.515155152
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.08133832,0.081726645,0.082051435,79,5,0.35704046305312126,0.007389218,0.1619138622265091,-9.726365088
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.080780055,0.080857837,0.082193116,81,5,0.3679269547325103,0.008019187,0.1607728915666835,-9.907138646
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.089562103,0.089628634,0.091025432,78,5,0.3685897435897436,0.009529778,0.17855177230177233,-10.25742056
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10104451330054166,0.10123786119701916,0.10468242689156029,80,5,0.39065137130801686,0.008229167,0.20173808123228038,-10.42413824
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10019403121296772,0.10044049680466983,0.10405160658485377,79,5,0.39244563453424214,0.008427691,0.20000836621295973,-10.33407696
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.10135854661983769,0.10192714621050675,0.1062943799416121,67,5,0.40059173827830546,0.009520185,0.20229465810152594,-9.979956983
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.097286925,0.097511603,0.10105681499463129,70,5,0.39173568,0.010742630385487529,0.19409613527484648,-10.32990201
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10168591364365041,0.10278485034451441,0.10801576673264628,73,5,0.40989662607813293,0.007292383,0.202938255,-10.47502506
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.095986336,0.096601186,0.10105667845953328,71,5,0.40154258886653255,0.011227930966078159,0.19144259308847236,-10.91967163
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.091788342,0.092048972,0.095701369,66,5,0.3928904428904429,0.013711866,0.18294223887867422,-11.07970878
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.089971885,0.090435278,0.094587283,71,5,0.3982729711602951,0.010070422535211268,0.17923466405648608,-10.69618934
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.092088013,0.092799149,0.097428303,72,5,0.40341353677621283,0.007557388,0.1834867642969797,-10.39036289
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.095714318,0.095876212,0.099211137,71,5,0.38947015425888665,0.009036567,0.19089552308581778,-9.996191422
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.1086153819429619,0.10862690408330516,0.11046573512816596,73,5,0.37335198405042125,0.005616855,0.21707642137469513,-9.152335248
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.11337137677222124,0.11418373872224809,0.11369208024557186,140,5,0.3482444479199249,0.00347816,0.2267661395988483,-8.459169123
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.11085685824845994,0.112538019,0.110886107,141,5,0.3357444479199249,0.003846079,0.22173185707905016,-8.545096124
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1125489496479513,0.11585009635545036,0.11267095154152447,136,5,0.3192908054816585,0.003840095,0.2251837793465274,-8.360007583
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11579048299937166,0.11948375222653952,0.11599675331319224,139,5,0.3159741383811576,0.003177853,0.2317159249635552,-8.320053986
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11267123089712631,0.11681863201385387,0.11299487673801945,139,5,0.3123460926593539,0.004224498,0.22544957011913544,-8.623056066
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.096197961,0.10427101691514573,0.098084997,81,5,0.28689622727509506,0.008144719,0.19234534572069786,-9.736575767
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1008659553731329,0.10900396511047887,0.10278446180861803,81,5,0.2865354938271605,0.007698903,0.20179438460561824,-9.505389731
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10271929999678761,0.10928485037830021,0.10391770067512396,85,5,0.29571832798159914,0.008195732,0.2055024730165136,-9.728831083
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.094890433,0.1040949089161253,0.097343634,83,5,0.2808064537584242,0.009411058,0.1897471805456421,-10.20128244
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.094268619,0.10474687821475911,0.09739938,81,5,0.2743830416210866,0.008402767,0.18851027498962059,-10.1244216
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10587394565979823,0.11673841002868139,0.10921739661154034,77,5,0.2725136705399863,0.006533798,0.2120114665762152,-9.642863952
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11211249059806458,0.12495641869677705,0.11659089687176498,77,5,0.2634153565732513,0.005947602,0.22470057168142996,-9.787255147
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11789075487765738,0.1318747062238899,0.12305225753803392,74,5,0.2584926536125166,0.004452764,0.23644671621680546,-9.807132896
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1213266856157531,0.1317857063543114,0.12444693519095776,78,5,0.27447705802968964,0.004670036,0.2432791375269201,-9.695921473
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12616049683645586,0.1334668045697813,0.12768671037266344,81,5,0.2912694691878939,0.004641908,0.25295263536959056,-9.964635473
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11685450706698997,0.12319754615745429,0.11795894194644334,79,5,0.29710321324245376,0.008015008,0.23413069526845562,-10.48514024
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10000780341521019,0.10691175760965617,0.1013532167921276,164,5,0.2936563752140589,0.008654354,0.20002326113795096,-9.921760382
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.090565558,0.098294023,0.092287935,169,5,0.2888347229693384,0.008481554,0.18103708842340552,-10.07436212
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.083121417,0.092395032,0.085610375,172,5,0.28044680193136085,0.007735976,0.1660801587556169,-9.837221182
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.081503972,0.092892383,0.085140826,168,5,0.27002991693732165,0.007745496,0.16285009834867462,-9.569834498
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.088986801,0.10148654334528805,0.093262926,213,5,0.2649441664704551,0.005963005,0.17792260183175024,-9.239018285
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.079801137,0.097045344,0.087010342,137,5,0.24542920980233132,0.005917115,0.15945760909939916,-9.326588817
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.088715874,0.10484242436436368,0.095209042,135,5,0.249756058,0.006915623,0.1774091324624673,-9.071815951
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.10279146517488948,0.1162968376933836,0.10766384832523042,126,5,0.2605337941628264,0.008204837,0.20575198500240602,-8.942171781
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.11427764712410789,0.12238645534434701,0.11618198863717828,139,5,0.2866974906269843,0.009486713,0.2287983374912671,-9.105198049
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.12229030017177422,0.12538246645612397,0.12237488664754645,93,5,0.3211391616019947,0.011455466913323314,0.24499394019973655,-9.104383023
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.15203695032782594,0.1522448376411767,0.15306042954959773,82,5,0.362328114,0.005357302,0.30504161363152216,-8.724027649
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1602134330723114,0.1607313878086557,0.16499775300776212,79,5,0.39950503083414474,0.005235183,0.3215263698379611,-8.646062914
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.16131267321743512,0.16420809715969076,0.171356582,84,5,0.4305555555555556,0.005428792,0.32362386052145087,-8.864114948
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.15193331297537074,0.15551082056478377,0.16321651744626606,69,5,0.43655868144359194,0.006724194,0.3048168556730135,-8.542342974
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13799184499815131,0.13944944385587613,0.14514708854871697,75,5,0.41492492492492494,0.008424691,0.2765464758037804,-8.437121141
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.13001520168817465,0.13087308377091877,0.13574565895849255,75,4,0.40603603603603605,0.008881481,0.26040528325988516,-8.313757758
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.132330876,0.1324359504160466,0.13554131592004168,75,5,0.386996997,0.006758025,0.26512377150708055,-8.046315067
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.13536393795955065,0.13562887877335753,0.1362719451143243,80,5,0.36046940928270044,0.006587457,0.27132007994773727,-8.144309206
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1337125610877244,0.13404791522472823,0.13450202962310578,83,5,0.35843373493975905,0.008489782,0.26798556012668556,-8.673567442
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1392971484330898,0.13999119720792627,0.1396997668726288,83,5,0.35040160642570284,0.010836518765826357,0.2793480833904725,-8.906375004
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.15208875868055555,0.15274949260743964,0.15251747286810693,80,5,0.35104166666666664,0.010710720486111111,0.30527975562587895,-8.834993696
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.1651606041703213,0.1662073105877787,0.1653582123365368,91,5,0.3443935693935694,0.01074783,0.33160212388831584,-9.155021967
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.18093707055121444,0.18359370686457002,0.1809634121662005,102,5,0.32520384391380314,0.006931522,0.36335294664053874,-8.821534059
iphiclides_podalirius.IP_504.chromosome_2,FALSE,0.19171605933593605,0.19420284190055706,0.19172801357864414,102,5,0.32687876140555233,0.005147913,0.3851009404057347,-8.296424966
iphiclides_podalirius.IP_504.chromosome_2,TRUE,0.19779516116504958,0.19982762686473796,0.197796923,95,5,0.33166353598478004,0.004379994,0.39748721042894497,-8.244137739
